#VERB   LABEL
bedingen	POSITIVE
bedrohen	NEGATIVE
bedrängen	NEGATIVE
bedrücken	NEGATIVE
beeinflussen	NEGATIVE
beeinträchtigen	NEGATIVE
beengen	NEGATIVE
befallen	NEGATIVE
befehden	NEGATIVE
befehlen	NEGATIVE
beflecken	NEGATIVE
befrachten	NEGATIVE
befragen	NEGATIVE
befreien	NEGATIVE
befremden	NEGATIVE
befummeln	NEGATIVE
befürchten	NEGATIVE
begaffen	POSITIVE
begehen	POSITIVE
beglotzen	NEGATIVE
begraben	NEGATIVE
begrabschen	NEGATIVE
begrenzen	NEGATIVE
begünstigen	NEGATIVE
behaften	NEGATIVE
behandeln	NEGATIVE
beharken	NEGATIVE
beharren	NEGATIVE
behaupten	NEGATIVE
behelfen	NEGATIVE
behelligen	NEGATIVE
behexen	NEGATIVE
behindern	NEGATIVE
behorchen	POSITIVE
behämmern	NEGATIVE
beichten	POSITIVE
beieinanderliegen	POSITIVE
beigesellen	NEGATIVE
beikommen	NEGATIVE
beißen	NEGATIVE
bejammern	POSITIVE
bekiffen	NEGATIVE
beklagen	NEGATIVE
beklauen	NEGATIVE
bekommen	NEGATIVE
bekriegen	NEGATIVE
bekämpfen	NEGATIVE
bekümmern	NEGATIVE
belabern	NEGATIVE
belachen	NEGATIVE
belagern	POSITIVE
belangen	NEGATIVE
belassen	NEGATIVE
belasten	NEGATIVE
belauern	POSITIVE
belauschen	POSITIVE
belegen	NEGATIVE
beleidigen	NEGATIVE
belustigen	NEGATIVE
belächeln	NEGATIVE
belästigen	NEGATIVE
belügen	POSITIVE
bemalen	NEGATIVE
bemerken	NEGATIVE
bemitleiden	POSITIVE
bemuttern	NEGATIVE
bemächtigen	POSITIVE
bemäkeln	NEGATIVE
bemängeln	NEGATIVE
bemänteln	NEGATIVE
benachteiligen	NEGATIVE
benagen	NEGATIVE
benebeln	NEGATIVE
benehmen	NEGATIVE
benutzen	NEGATIVE
benützen	POSITIVE
beobachten	NEGATIVE
beordern	POSITIVE
bequatschen	NEGATIVE
berauben	NEGATIVE
berennen	POSITIVE
bereuen	NEGATIVE
berichten	NEGATIVE
berlinern	NEGATIVE
bersten	NEGATIVE
beruhen	NEGATIVE
berühren	NEGATIVE
besagen	NEGATIVE
besaufen	NEGATIVE
beschatten	POSITIVE
bescheißen	NEGATIVE
beschimpfen	NEGATIVE
beschlagen	NEGATIVE
beschlagnahmen	NEGATIVE
beschleichen	NEGATIVE
beschmeißen	NEGATIVE
beschmieren	NEGATIVE
beschmutzen	NEGATIVE
beschneiden	NEGATIVE
beschreiben	NEGATIVE
beschreien	NEGATIVE
beschränken	NEGATIVE
beschuldigen	NEGATIVE
beschummeln	POSITIVE
beschwatzen	NEGATIVE
beschweigen	POSITIVE
beschweren	NEGATIVE
beschwichtigen	NEGATIVE
beschwindeln	POSITIVE
beschwören	POSITIVE
beschädigen	NEGATIVE
beschämen	NEGATIVE
beschönigen	NEGATIVE
beseitigen	NEGATIVE
beseufzen	NEGATIVE
besiegen	NEGATIVE
bespitzeln	NEGATIVE
bespringen	NEGATIVE
bespritzen	NEGATIVE
bespucken	NEGATIVE
bespötteln	POSITIVE
bestehlen	NEGATIVE
bestrafen	NEGATIVE
bestreiken	NEGATIVE
bestreiten	NEGATIVE
bestürmen	NEGATIVE
bestürzen	NEGATIVE
besudeln	NEGATIVE
betatschen	NEGATIVE
betiteln	NEGATIVE
betragen	NEGATIVE
betrauern	POSITIVE
betreffen	NEGATIVE
betreiben	NEGATIVE
betreten	NEGATIVE
betrinken	NEGATIVE
betrüben	NEGATIVE
betrügen	POSITIVE
betteln	POSITIVE
bettnässen	NEGATIVE
betäuben	NEGATIVE
beugen	NEGATIVE
beunruhigen	NEGATIVE
beurlauben	NEGATIVE
beuteln	NEGATIVE
bevormunden	NEGATIVE
bevorstehen	NEGATIVE
bevorteilen	POSITIVE
bewachen	POSITIVE
bewaffnen	NEGATIVE
beweinen	POSITIVE
bewerfen	NEGATIVE
bewölken	NEGATIVE
bezahlen	NEGATIVE
bezeichnen	NEGATIVE
bezichtigen	NEGATIVE
bezweifeln	NEGATIVE
beängstigen	NEGATIVE
beäugen	NEGATIVE
bibbern	NEGATIVE
billigen	NEGATIVE
bimsen	NEGATIVE
blamieren	NEGATIVE
blasen	NEGATIVE
blaumachen	POSITIVE
blecken	NEGATIVE
bleiben	POSITIVE
bleichen	NEGATIVE
blenden	NEGATIVE
blockieren	NEGATIVE
bloßlegen	NEGATIVE
bloßstellen	NEGATIVE
bluten	NEGATIVE
blähen	NEGATIVE
blödeln	POSITIVE
blöken	NEGATIVE
bombardieren	NEGATIVE
boykottieren	NEGATIVE
brabbeln	NEGATIVE
brachliegen	NEGATIVE
brandmarken	NEGATIVE
brandschatzen	POSITIVE
brechen	NEGATIVE
breitmachen	NEGATIVE
breittreten	NEGATIVE
bremsen	NEGATIVE
brennen	NEGATIVE
brodeln	NEGATIVE
brummeln	NEGATIVE
brummen	NEGATIVE
bröckeln	NEGATIVE
bröseln	NEGATIVE
brüllen	NEGATIVE
brüskieren	NEGATIVE
brüsten	NEGATIVE
buckeln	NEGATIVE
buhen	POSITIVE
buhlen	POSITIVE
bumsen	NEGATIVE
büffeln	POSITIVE
bürsten	NEGATIVE
büßen	POSITIVE
camouflieren	NEGATIVE
canceln	NEGATIVE
changieren	NEGATIVE
computerisieren	POSITIVE
crossposten	NEGATIVE
dagegensprechen	NEGATIVE
dagegenstellen	NEGATIVE
dahaben	NEGATIVE
daherreden	NEGATIVE
dahinleben	POSITIVE
dahinraffen	NEGATIVE
dahinsiechen	NEGATIVE
dahinterkommen	NEGATIVE
dahinterstecken	NEGATIVE
dahinterstehen	NEGATIVE
danebengehen	NEGATIVE
danebengreifen	NEGATIVE
danebenliegen	NEGATIVE
daniederliegen	POSITIVE
darben	NEGATIVE
darniederliegen	NEGATIVE
darstellen	NEGATIVE
dasitzen	NEGATIVE
dastehen	NEGATIVE
dauern	NEGATIVE
davongehen	NEGATIVE
davonjagen	NEGATIVE
davonkommen	NEGATIVE
davonlaufen	NEGATIVE
davonrennen	NEGATIVE
davontragen	NEGATIVE
dazukommen	NEGATIVE
dazustellen	NEGATIVE
dazuzahlen	NEGATIVE
dazwischenfunken	NEGATIVE
dazwischenkommen	NEGATIVE
dazwischenreden	NEGATIVE
dealen	NEGATIVE
debattieren	NEGATIVE
deckeln	NEGATIVE
deformieren	NEGATIVE
defäkieren	NEGATIVE
degenerieren	NEGATIVE
degradieren	NEGATIVE
deichseln	NEGATIVE
deklamieren	NEGATIVE
deklassieren	NEGATIVE
dekuvrieren	NEGATIVE
delirieren	NEGATIVE
demaskieren	NEGATIVE
dementieren	NEGATIVE
demobilisieren	POSITIVE
demolieren	NEGATIVE
demontieren	NEGATIVE
demoralisieren	NEGATIVE
demotivieren	NEGATIVE
demütigen	NEGATIVE
denken	NEGATIVE
denunzieren	NEGATIVE
deportieren	NEGATIVE
deprimieren	NEGATIVE
desavouieren	NEGATIVE
desertieren	POSITIVE
desillusionieren	NEGATIVE
destabilisieren	NEGATIVE
destruieren	NEGATIVE
deuten	NEGATIVE
dezentralisieren	NEGATIVE
dezimieren	NEGATIVE
diagnostizieren	NEGATIVE
dichtmachen	NEGATIVE
diffamieren	NEGATIVE
differieren	NEGATIVE
diktieren	POSITIVE
diskreditieren	NEGATIVE
diskriminieren	NEGATIVE
diskutieren	NEGATIVE
disqualifizieren	NEGATIVE
distanzieren	NEGATIVE
divergieren	NEGATIVE
doktern	NEGATIVE
domestizieren	NEGATIVE
dominieren	NEGATIVE
donnern	NEGATIVE
dopen	POSITIVE
dozieren	POSITIVE
dramatisieren	NEGATIVE
drangsalieren	NEGATIVE
draufgehen	NEGATIVE
draufzahlen	NEGATIVE
drehen	NEGATIVE
driften	NEGATIVE
dringen	POSITIVE
drohen	NEGATIVE
drosseln	NEGATIVE
drucksen	NEGATIVE
drängeln	POSITIVE
drängen	NEGATIVE
dräuen	NEGATIVE
dröhnen	NEGATIVE
drücken	NEGATIVE
duellieren	POSITIVE
dulden	NEGATIVE
durchbeißen	NEGATIVE
durchbiegen	NEGATIVE
durchblicken	NEGATIVE
durchbohren	NEGATIVE
durchboxen	NEGATIVE
durchbrechen	NEGATIVE
durchbrennen	NEGATIVE
durchdrehen	NEGATIVE
durcheinanderbringen	NEGATIVE
durcheinandergeraten	NEGATIVE
durcheinanderwerfen	NEGATIVE
durchfallen	NEGATIVE
durchfinden	NEGATIVE
durchforsten	NEGATIVE
durchfüttern	NEGATIVE
durchgehen	NEGATIVE
durchgreifen	NEGATIVE
durchhängen	NEGATIVE
durchkauen	NEGATIVE
durchklingen	NEGATIVE
durchkreuzen	NEGATIVE
durchkämmen	NEGATIVE
durchkämpfen	NEGATIVE
durchleben	POSITIVE
durchleiden	POSITIVE
durchlesen	NEGATIVE
durchleuchten	NEGATIVE
durchlöchern	NEGATIVE
durchmachen	NEGATIVE
durchmüssen	NEGATIVE
durchnässen	NEGATIVE
durchprügeln	NEGATIVE
durchrosten	NEGATIVE
durchrutschen	NEGATIVE
durchschauen	NEGATIVE
durchscheinen	NEGATIVE
durchschlagen	NEGATIVE
durchschleppen	NEGATIVE
durchschleusen	NEGATIVE
durchstehen	POSITIVE
durchsuchen	NEGATIVE
durchwachsen	NEGATIVE
durchweichen	NEGATIVE
durchwühlen	NEGATIVE
durchziehen	NEGATIVE
dursten	NEGATIVE
dämmern	NEGATIVE
dämonisieren	NEGATIVE
dämpfen	NEGATIVE
dümpeln	POSITIVE
dünken	POSITIVE
düpieren	NEGATIVE
dürfen	POSITIVE
ebben	NEGATIVE
einbehalten	NEGATIVE
einbestellen	POSITIVE
einbilden	NEGATIVE
einbläuen	POSITIVE
einbrechen	POSITIVE
einbrennen	NEGATIVE
einbrocken	NEGATIVE
einbüßen	POSITIVE
eindeutschen	NEGATIVE
eindringen	NEGATIVE
eindämmen	NEGATIVE
eindösen	NEGATIVE
einen	NEGATIVE
einengen	NEGATIVE
einfangen	NEGATIVE
einflüstern	POSITIVE
einfrieren	NEGATIVE
eingestehen	NEGATIVE
eingreifen	NEGATIVE
einhandeln	NEGATIVE
einhauen	NEGATIVE
einhergehen	NEGATIVE
einholen	NEGATIVE
einhämmern	POSITIVE
einigeln	NEGATIVE
einimpfen	POSITIVE
einjagen	NEGATIVE
einkalkulieren	NEGATIVE
einkassieren	NEGATIVE
einkesseln	NEGATIVE
einklagen	NEGATIVE
einklemmen	NEGATIVE
einknicken	NEGATIVE
einliefern	NEGATIVE
einlullen	NEGATIVE
einmischen	POSITIVE
einnicken	NEGATIVE
einnisten	NEGATIVE
einnässen	NEGATIVE
einpennen	NEGATIVE
einquartieren	NEGATIVE
einreden	NEGATIVE
einreißen	NEGATIVE
einschleichen	POSITIVE
einschleimen	POSITIVE
einschleppen	POSITIVE
einschleusen	NEGATIVE
einschließen	NEGATIVE
einschläfern	NEGATIVE
einschmuggeln	NEGATIVE
einschnüren	POSITIVE
einschreiten	NEGATIVE
einschränken	NEGATIVE
einschüchtern	NEGATIVE
einsehen	NEGATIVE
einsitzen	NEGATIVE
einspannen	NEGATIVE
einsparen	NEGATIVE
einsperren	NEGATIVE
einspinnen	NEGATIVE
einstampfen	NEGATIVE
einstauben	NEGATIVE
einstecken	NEGATIVE
einstellen	NEGATIVE
einstürmen	NEGATIVE
einstürzen	NEGATIVE
eintreiben	NEGATIVE
eintrichtern	NEGATIVE
einweisen	NEGATIVE
einäschern	NEGATIVE
eitern	NEGATIVE
ekeln	NEGATIVE
eliminieren	NEGATIVE
emotionalisieren	POSITIVE
empfinden	NEGATIVE
empören	NEGATIVE
enden	NEGATIVE
engen	NEGATIVE
entarten	NEGATIVE
entbehren	NEGATIVE
entblöden	POSITIVE
entblößen	POSITIVE
entbrennen	NEGATIVE
entdramatisieren	NEGATIVE
entdämonisieren	NEGATIVE
entehren	NEGATIVE
enteignen	NEGATIVE
enterben	NEGATIVE
entfahren	NEGATIVE
entfallen	NEGATIVE
entfernen	NEGATIVE
entfesseln	POSITIVE
entfleuchen	NEGATIVE
entfliegen	NEGATIVE
entfliehen	NEGATIVE
entfremden	NEGATIVE
entführen	POSITIVE
entgegenhalten	NEGATIVE
entgegenschlagen	NEGATIVE
entgegenstehen	NEGATIVE
entgegenstellen	NEGATIVE
entgegentreten	NEGATIVE
entgegenwirken	NEGATIVE
entgegnen	NEGATIVE
entgehen	NEGATIVE
entgelten	NEGATIVE
entgleisen	NEGATIVE
entgleiten	NEGATIVE
enthaupten	NEGATIVE
entheben	NEGATIVE
entheiligen	NEGATIVE
enthemmen	NEGATIVE
entkommen	NEGATIVE
entkräften	NEGATIVE
entkräftigen	NEGATIVE
entlangschleichen	NEGATIVE
entlarven	NEGATIVE
entlassen	NEGATIVE
entlauben	NEGATIVE
entlaufen	NEGATIVE
entlausen	NEGATIVE
entledigen	NEGATIVE
entleiben	NEGATIVE
entmachten	NEGATIVE
entmannen	NEGATIVE
entmenschlichen	NEGATIVE
entmieten	NEGATIVE
entmutigen	NEGATIVE
entmündigen	NEGATIVE
entnazifizieren	NEGATIVE
entnerven	NEGATIVE
entpersönlichen	POSITIVE
entpolitisieren	NEGATIVE
entpuppen	NEGATIVE
entrechten	NEGATIVE
entreißen	POSITIVE
entringen	NEGATIVE
entrinnen	NEGATIVE
entrücken	POSITIVE
entrümpeln	NEGATIVE
entrüsten	NEGATIVE
entsanden	NEGATIVE
entschlüpfen	NEGATIVE
entschuldigen	POSITIVE
entschärfen	NEGATIVE
entsetzen	NEGATIVE
entseuchen	NEGATIVE
entsolidarisieren	NEGATIVE
entstaatlichen	NEGATIVE
entstehen	NEGATIVE
entstellen	NEGATIVE
enttabuisieren	NEGATIVE
enttarnen	NEGATIVE
enttäuschen	NEGATIVE
entvölkern	NEGATIVE
entwaffnen	NEGATIVE
entwalden	NEGATIVE
entwarnen	POSITIVE
entweichen	NEGATIVE
entweihen	NEGATIVE
entwenden	NEGATIVE
entwerten	NEGATIVE
entwidmen	NEGATIVE
entwinden	NEGATIVE
entwischen	NEGATIVE
entwurzeln	NEGATIVE
entwürdigen	NEGATIVE
entzaubern	NEGATIVE
entziehen	NEGATIVE
entzweien	NEGATIVE
entzünden	NEGATIVE
erahnen	NEGATIVE
erbeben	NEGATIVE
erben	NEGATIVE
erbetteln	POSITIVE
erbeuten	NEGATIVE
erbittern	NEGATIVE
erblassen	NEGATIVE
erbleichen	POSITIVE
erblicken	NEGATIVE
erblinden	NEGATIVE
erbosen	NEGATIVE
erbrechen	NEGATIVE
erdichten	NEGATIVE
erdolchen	NEGATIVE
erdreisten	NEGATIVE
erdrosseln	NEGATIVE
erdröhnen	NEGATIVE
erdrücken	NEGATIVE
erdulden	NEGATIVE
ereifern	NEGATIVE
ereignen	NEGATIVE
ereilen	NEGATIVE
erfragen	NEGATIVE
erfrechen	NEGATIVE
erfrieren	NEGATIVE
ergaunern	POSITIVE
ergehen	NEGATIVE
ergoogeln	NEGATIVE
ergrauen	NEGATIVE
